drugName,condition,rating,negative,positive,word_frequency
Anucort-HC,Hemorrhoids,5.0,1.0,0.0,"[('help', 2), ('first', 1), ('time', 1), ('cholesterol', 1), ('control', 1)]"
Apidra,"Diabetes, Type 2",10.0,1.0,0.0,"[('tekturna', 6), ('blood', 5), ('pressure', 5), ('day', 3), ('effect', 3)]"
Apixaban,Prevention of Thromboembolism in Atrial Fibrillation,5.0,6.0,1.0,"[('finally', 1), ('year', 1), ('half', 1), ('trying', 1), ('brand', 1)]"
Aplenzin,Depression,9.0,1.0,2.0,"[('lately', 1), ('medicine', 1), ('given', 1), ('stomach', 1), ('pain', 1)]"
Apokyn,Parkinson's Disease,9.0,1.0,0.0,"[('allegra', 14), ('hour', 9), ('allergy', 9), ('not', 7), ('year', 6)]"
Apomorphine,Parkinson's Disease,8.0,2.0,1.0,"[('face', 3), ('mg', 3), ('allegra', 3), ('hive', 2), ('last', 2)]"
Apremilast,Plaque Psoriasis,5.5,34.0,16.0,"[('taking', 2), ('mother', 1), ('allergy', 1), ('nothing', 1), ('almost', 1)]"
Aprepitant,"Nausea/Vomiting, Chemotherapy Induced",10.0,1.0,1.0,"[('allergy', 3), ('relief', 2), ('used', 1), ('take', 1), ('drug', 1)]"
Apri,Birth Control,7.0,46.0,20.0,"[('medication', 6), ('allergy', 3), ('personality', 3), ('get', 3), ('dry', 3)]"
Apriso,Inflammatory Bowel Disease,7.0,2.0,2.0,"[('year', 2), ('took', 1), ('find', 1), ('right', 1), ('combination', 1)]"
Aptensio XR,ADHD,8.0,3.0,0.0,"[('easy', 2), ('tablet', 2), ('packaging', 1), ('open', 1), ('read', 1)]"
Aptiom,Seizures,6.0,2.0,0.0,"[('alli', 16), ('fat', 12), ('not', 12), ('week', 9), ('work', 9)]"
Aranesp,Anemia Associated with Chronic Renal Failure,9.0,1.0,1.0,"[('attack', 17), ('mg', 11), ('year', 9), ('allopurinol', 7), ('month', 7)]"
Arava,Rheumatoid Arthritis,7.5,5.0,1.0,"[('started', 1), ('use', 1), ('drug', 1), ('hope', 1), ('work', 1)]"
Arcalyst,amilial Cold Autoinflammatory Syndrome,10.0,0.0,1.0,"[('migraine', 11), ('side', 6), ('axert', 6), ('work', 5), ('month', 5)]"
Arformoterol,moterol),9.5,1.0,1.0,"[('day', 7), ('lotronex', 6), ('every', 6), ('not', 5), ('taking', 3)]"
Aricept,Alzheimer's Disease,8.0,4.0,1.0,"[('far', 1), ('drug', 1), ('need', 1), ('infused', 1), ('easy', 1)]"
Arimidex,Breast Cance,7.0,12.0,4.0,"[('eye', 3), ('not', 2), ('minor', 2), ('became', 1), ('ineffective', 1)]"
Aripiprazole,Bipolar Disorde,8.0,96.0,67.0,"[('anxiety', 125), ('xanax', 102), ('take', 79), ('mg', 77), ('not', 61)]"
Aristocort,Allergic Reactions,9.0,0.0,1.0,"[('stay', 1), ('away', 1), ('benzodiazepine', 1), ('bpd', 1), ('rage', 1)]"
Aristocort A,Dermatitis,10.0,0.0,1.0,"[('depression', 27), ('xanax', 25), ('take', 21), ('anxiety', 20), ('day', 13)]"
Aristospan,Rheumatoid Arthritis,9.0,1.0,0.0,"[('alprazolam', 2), ('xanax', 2), ('time', 2), ('breathe', 2), ('help', 1)]"
Arixtra,Pulmonary Embolism,9.0,1.0,1.0,"[('panic', 55), ('xanax', 48), ('attack', 45), ('mg', 41), ('take', 37)]"
Armodafinil,Narcolepsy,9.0,55.0,11.0,"[('tinnitus', 5), ('clonazepam', 4), ('year', 3), ('aware', 3), ('not', 3)]"
Armour Thyroid,Underactive Thyroid,10.0,20.0,5.0,"[('xanax', 3), ('saved', 1), ('life', 1), ('know', 1), ('anxiety', 1)]"
Arnuity Ellipta,"Asthma, Maintenance",8.0,1.0,0.0,"[('not', 13), ('pain', 12), ('erection', 11), ('injection', 8), ('time', 8)]"
Aromasin,Breast Cance,6.0,2.0,0.0,"[('not', 2), ('use', 2), ('benzalkonium', 1), ('worst', 1), ('preservative', 1)]"
Artane,Extrapyramidal Reaction,10.0,0.0,1.0,"[('maintenance', 1), ('corneal', 1), ('transplant', 1), ('basically', 1), ('no', 1)]"
Arthrotec,Rheumatoid Arthritis,9.0,7.0,0.0,"[('used', 1), ('two', 1), ('half', 1), ('day', 1), ('already', 1)]"
Asacol,"Ulcerative Colitis, Maintenance",9.5,12.0,2.0,"[('day', 4), ('wound', 3), ('altabax', 2), ('improvement', 2), ('used', 2)]"
Asacol HD,"Ulcerative Colitis, Active",9.0,3.0,2.0,"[('mg', 3), ('high', 2), ('faint', 2), ('changed', 2), ('got', 2)]"
Ascorbic acid,Dietary Supplementation,1.0,1.0,0.0,"[('side', 4), ('effect', 3), ('noticed', 2), ('one', 2), ('blood', 2)]"
Asenapine,Bipolar Disorde,8.0,33.0,22.0,"[('acne', 2), ('pill', 1), ('given', 1), ('much', 1), ('mood', 1)]"
Ashlyna,Birth Control,3.0,7.0,1.0,"[('sweat', 95), ('day', 94), ('sweating', 88), ('not', 73), ('would', 66)]"
Asmanex Twisthaler,"Asthma, Maintenance",10.0,3.0,1.0,"[('work', 1), ('every', 1), ('time', 1)]"
Aspirin,Back Pain,9.5,2.0,4.0,"[('used', 2), ('slight', 2), ('muscle', 2), ('pulmicort', 2), ('best', 1)]"
Aspirin / butalbital / caffeine,Migraine,10.0,13.0,3.0,"[('not', 2), ('medication', 2), ('take', 2), ('although', 1), ('insurance', 1)]"
Aspirin / butalbital / caffeine / codeine,Headache,10.0,4.0,0.0,"[('would', 2), ('leg', 1), ('uncontrollably', 1), ('itched', 1), ('year', 1)]"
Aspirin / caffeine,Pain,10.0,1.0,0.0,"[('went', 2), ('one', 2), ('every', 2), ('day', 2), ('chronic', 1)]"
Aspirin / caffeine / orphenadrine,Muscle Spasm,9.5,2.0,2.0,"[('brain', 2), ('mild', 1), ('traumatic', 1), ('injury', 1), ('first', 1)]"
Aspirin / carisoprodol,Muscle Pain,9.0,2.0,2.0,"[('time', 2), ('given', 1), ('chronic', 1), ('fatigue', 1), ('associated', 1)]"
Aspirin / carisoprodol / codeine,Muscle Spasm,9.0,1.0,0.0,"[('work', 1), ('better', 1), ('stiffness', 1), ('rigidity', 1), ('tremor', 1)]"
Aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis",5.5,6.0,0.0,"[('sugar', 6), ('not', 4), ('metformin', 3), ('pill', 3), ('daily', 2)]"
Aspirin / meprobamate,Anxiety,10.0,0.0,1.0,"[('sleep', 111), ('ambien', 84), ('night', 62), ('take', 54), ('hour', 49)]"
Aspirin / oxycodone,Pain,10.0,0.0,1.0,"[('ambien', 16), ('sleep', 16), ('cr', 15), ('not', 10), ('hour', 9)]"
Astelin,Allergic Rhinitis,10.0,2.0,1.0,"[('mg', 5), ('not', 4), ('day', 3), ('no', 3), ('effect', 3)]"
Astepro,Allergic Rhinitis,7.5,3.0,1.0,"[('cream', 3), ('reaction', 2), ('poison', 2), ('amazing', 1), ('minute', 1)]"
Asthmanefrin,"Asthma, acute",10.0,1.0,0.0,"[('migraine', 6), ('amerge', 5), ('medication', 4), ('really', 4), ('effect', 4)]"
Atacand,High Blood Pressure,8.0,0.0,1.0,"[('month', 6), ('period', 5), ('control', 4), ('pill', 4), ('since', 4)]"
Atarax,Anxiety,7.0,18.0,3.0,"[('almost', 3), ('like', 3), ('sweat', 3), ('previous', 3), ('month', 2)]"
Atelvia,Osteoporosis,10.0,1.0,0.0,"[('pill', 3), ('period', 2), ('week', 2), ('great', 1), ('theory', 1)]"
Atenolol,High Blood Pressure,9.0,26.0,11.0,"[('pain', 2), ('back', 1), ('vomiting', 1), ('fever', 1), ('stomach', 1)]"
Atenolol / chlorthalidone,High Blood Pressure,9.5,1.0,1.0,"[('drug', 8), ('month', 7), ('side', 6), ('lung', 5), ('effect', 5)]"
Ativan,Anxiety,9.0,60.0,21.0,"[('thyroid', 3), ('hospital', 3), ('afib', 3), ('week', 3), ('taking', 2)]"
Atomoxetine,ADHD,6.0,62.0,23.0,"[('day', 2), ('hour', 2), ('prescription', 1), ('mcg', 1), ('twice', 1)]"
Atorvastatin,High Cholesterol,5.0,23.0,4.0,"[('day', 30), ('amitiza', 20), ('take', 17), ('week', 17), ('constipation', 14)]"
Atovaquone,Malaria,10.0,1.0,0.0,"[('time', 2), ('first', 2), ('went', 2), ('constipation', 2), ('taking', 2)]"
Atovaquone / proguanil,Malaria Prevention,6.0,4.0,3.0,"[('year', 9), ('time', 8), ('day', 8), ('bowel', 7), ('amitiza', 7)]"
Atralin,Acne,9.5,6.0,2.0,"[('mg', 18), ('sleep', 18), ('night', 17), ('anxiety', 12), ('helped', 9)]"
Atripla,HIV Infection,9.0,15.0,8.0,"[('pain', 2), ('go', 2), ('away', 2), ('craving', 2), ('started', 1)]"
Atropine / difenoxin,"Diarrhea, Chronic",10.0,1.0,0.0,"[('cough', 2), ('acid', 2), ('elavil', 2), ('productive', 1), ('year', 1)]"
Atropine / diphenoxylate,Diarrhea,9.0,7.0,4.0,"[('vomiting', 5), ('help', 4), ('no', 4), ('year', 3), ('episode', 3)]"
Atropine / hyoscyamine / phenobarbital / scopolamine,Irritable Bowel Syndrome,10.0,5.0,3.0,"[('depression', 8), ('year', 7), ('life', 7), ('sleep', 6), ('feel', 6)]"
Atrovent,Asthma,9.0,0.0,1.0,"[('put', 1), ('amitryptyline', 1), ('mg', 1), ('control', 1), ('tinnitus', 1)]"
Atrovent Nasal,Rhinorrhea,10.0,1.0,0.0,"[('sleep', 61), ('mg', 41), ('night', 34), ('take', 26), ('not', 22)]"
Aubagio,Multiple Sclerosis,5.0,4.0,1.0,"[('pain', 8), ('day', 6), ('work', 5), ('interstitial', 4), ('no', 4)]"
Aubra,Birth Control,4.5,24.0,8.0,"[('mg', 10), ('year', 10), ('day', 10), ('ibs', 9), ('eat', 6)]"
Augmentin,Sinusitis,6.5,41.0,15.0,"[('migraine', 98), ('mg', 54), ('day', 48), ('week', 36), ('headache', 34)]"
Augmentin XR,Sinusitis,10.0,1.0,0.0,"[('pain', 92), ('mg', 38), ('day', 31), ('sleep', 25), ('night', 25)]"
Avalide,High Blood Pressure,9.5,0.0,2.0,"[('ptsd', 5), ('no', 4), ('panic', 4), ('amitriptyline', 3), ('year', 2)]"
Avanafil,Erectile Dysfunction,8.0,7.0,4.0,"[('side', 1), ('effect', 1), ('include', 1), ('sleepiness', 1), ('dizziness', 1)]"
Avandia,"Diabetes, Type 2",3.0,2.0,0.0,"[('pain', 5), ('left', 5), ('foot', 4), ('stenosis', 3), ('hip', 2)]"
Avapro,High Blood Pressure,7.0,4.0,0.0,"[('medicine', 2), ('mg', 2), ('weight', 2), ('using', 1), ('elavil', 1)]"
Avastin,Glioblastoma Multiforme,10.0,3.0,0.0,"[('mg', 3), ('medication', 2), ('two', 2), ('week', 2), ('month', 2)]"
Aveed,"Hypogonadism, Male",6.0,1.0,0.0,"[('mg', 19), ('sleep', 19), ('pain', 17), ('get', 15), ('day', 14)]"
Avelox,Sinusitis,8.0,33.0,6.0,"[('pain', 3), ('sleep', 3), ('doctor', 2), ('life', 2), ('sertraline', 2)]"
Aviane,Birth Control,7.0,63.0,28.0,"[('medicine', 2), ('think', 2), ('go', 2), ('wonder', 1), ('yr', 1)]"
Avinza,Pain,9.0,9.0,1.0,"[('year', 3), ('go', 3), ('medicine', 2), ('life', 2), ('panic', 2)]"
Avodart,Benign Prostatic Hyperplasia,8.0,4.0,1.0,"[('medication', 1), ('really', 1), ('helped', 1), ('depression', 1)]"
Avonex,Multiple Sclerosis,9.0,4.0,4.0,"[('pressure', 46), ('mg', 40), ('blood', 40), ('day', 32), ('bp', 30)]"
Avonex Pen,Multiple Sclerosis,10.0,0.0,1.0,"[('migraine', 26), ('year', 9), ('amlodipine', 9), ('mg', 8), ('prescribed', 6)]"
Axert,Migraine,9.0,5.0,0.0,"[('taking', 2), ('know', 2), ('since', 2), ('day', 1), ('tablet', 1)]"
Axid,GERD,10.0,1.0,0.0,"[('headache', 4), ('doctor', 3), ('blood', 3), ('pressure', 3), ('mg', 3)]"
Axid AR,GERD,10.0,0.0,1.0,"[('feel', 5), ('feeling', 5), ('day', 4), ('dizzy', 4), ('tribenzor', 3)]"
Axiron,"Hypogonadism, Male",9.0,7.0,12.0,"[('azor', 23), ('blood', 18), ('pressure', 18), ('year', 11), ('well', 9)]"
Ayr Saline Nasal,Nasal Congestion,2.0,3.0,0.0,"[('blood', 2), ('pressure', 2), ('drug', 1), ('month', 1), ('definitely', 1)]"
Azacitidine,Myelodysplastic Syndrome,5.0,2.0,2.0,"[('maxzide', 4), ('started', 3), ('seeing', 2), ('took', 2), ('blood', 2)]"
Azathioprine,Systemic Lupus Erythematosus,8.0,15.0,6.0,"[('exforge', 5), ('blood', 4), ('pressure', 4), ('tired', 4), ('doctor', 3)]"
Azelaic acid,Rosacea,9.0,11.0,12.0,"[('skin', 5), ('would', 3), ('son', 2), ('result', 2), ('using', 2)]"
Azelastine,Allergic Rhinitis,8.0,9.0,5.0,"[('not', 1), ('strong', 1), ('enough', 1), ('use', 1), ('lac', 1)]"
Azelastine / fluticasone,Allergic Rhinitis,9.0,13.0,5.0,"[('psoriasis', 2), ('clear', 2), ('skin', 2), ('would', 2), ('cost', 2)]"
Azelex,Rosacea,8.0,1.0,1.0,"[('skin', 8), ('bad', 6), ('acne', 6), ('get', 5), ('dry', 5)]"
Azilect,Parkinson's Disease,8.0,1.0,1.0,"[('amoxapine', 2), ('get', 2), ('great', 2), ('best', 1), ('med', 1)]"
Azilsartan medoxomil,High Blood Pressure,10.0,2.0,3.0,"[('good', 1)]"
Azilsartan medoxomil / chlorthalidone,High Blood Pressure,10.0,3.0,0.0,"[('pain', 9), ('day', 7), ('infection', 5), ('antibiotic', 5), ('no', 5)]"
Azithromycin,Chlamydia Infection,8.0,144.0,32.0,"[('day', 5), ('taking', 3), ('diarrhea', 3), ('pill', 3), ('amoxicillin', 2)]"
Azithromycin Dose Pack,Sinusitis,6.0,9.0,2.0,"[('pain', 6), ('two', 3), ('amoxicillin', 3), ('feel', 3), ('headache', 3)]"
Azo-Standard,Dysuria,8.0,3.0,0.0,"[('infection', 5), ('always', 4), ('amoxicillin', 3), ('feel', 3), ('ear', 3)]"
Azopt,"Glaucoma, Open Angle",1.0,1.0,0.0,"[('reaction', 4), ('day', 3), ('infection', 3), ('prescribed', 3), ('amoxil', 3)]"
Azor,High Blood Pressure,10.0,5.0,8.0,"[('amoxicillin', 3), ('taking', 2), ('work', 1), ('almost', 1), ('instantly', 1)]"
Azurette,Birth Control,8.0,0.0,3.0,"[('drug', 2), ('day', 2), ('throat', 2), ('effective', 1), ('seventh', 1)]"
B & O Supprettes,Overactive Bladde,10.0,2.0,0.0,"[('extreme', 4), ('day', 3), ('got', 3), ('muscle', 2), ('feeling', 2)]"
Bacitracin / neomycin / polymyxin b,Bacterial Skin Infection,10.0,1.0,0.0,"[('day', 22), ('pain', 14), ('stomach', 10), ('taste', 10), ('pylorus', 9)]"
Baclofen,Muscle Spasm,9.0,41.0,19.0,"[('infection', 17), ('day', 16), ('diarrhea', 9), ('took', 8), ('augmentin', 8)]"
Bactrim,Urinary Tract Infection,8.0,49.0,11.0,"[('day', 6), ('cough', 3), ('week', 3), ('diarrhea', 3), ('side', 3)]"
Bactrim DS,Urinary Tract Infection,7.0,25.0,10.0,"[('day', 11), ('infection', 10), ('ear', 9), ('severe', 5), ('side', 4)]"
Bactroban,Skin and Structure Infection,10.0,2.0,1.0,"[('day', 5), ('get', 3), ('no', 3), ('cough', 3), ('two', 3)]"
Balacet,Pain,4.5,1.0,1.0,"[('day', 49), ('infection', 31), ('sinus', 26), ('augmentin', 20), ('stomach', 19)]"
Balsalazide,Crohn's Disease,9.0,4.0,0.0,"[('day', 7), ('not', 6), ('infection', 6), ('hour', 4), ('dose', 4)]"
Balsam peru / castor oil / trypsin,Dermatologic Lesion,10.0,0.0,1.0,"[('day', 9), ('headache', 3), ('stomach', 3), ('course', 3), ('anything', 3)]"
Balziva,Birth Control,10.0,1.0,1.0,"[('day', 19), ('strep', 11), ('throat', 10), ('augmentin', 6), ('hour', 6)]"
Banzel,Lennox-Gastaut Syndrome,10.0,0.0,2.0,"[('taking', 6), ('day', 6), ('take', 4), ('feel', 4), ('not', 4)]"
Barium sulfate,Computed Tomography,9.0,0.0,3.0,"[('infection', 5), ('day', 4), ('pain', 4), ('first', 3), ('take', 3)]"
Basaglar,"Diabetes, Type 1",4.0,1.0,0.0,"[('improvement', 1), ('second', 1), ('gel', 1), ('capsule', 1)]"
Bayer Aspirin,Heart Attack,7.0,0.0,1.0,"[('medication', 1), ('effective', 1), ('clearing', 1), ('severe', 1), ('acne', 1)]"
Bazedoxifene / conjugated estrogens,Postmenopausal Symptoms,7.0,2.0,1.0,"[('vyvanse', 7), ('tried', 6), ('xr', 5), ('made', 5), ('evekeo', 4)]"
Beclomethasone,"Asthma, Maintenance",5.5,8.0,4.0,"[('adderall', 68), ('day', 61), ('mg', 57), ('take', 50), ('year', 49)]"
Belbuca,Chronic Pain,1.0,11.0,2.0,"[('adderall', 19), ('not', 12), ('take', 11), ('work', 9), ('mg', 9)]"
Belimumab,Systemic Lupus Erythematosus,8.0,5.0,0.0,"[('day', 8), ('not', 7), ('take', 6), ('adderall', 6), ('mg', 6)]"
Belladonna / opium,Overactive Bladde,10.0,1.0,0.0,"[('ampyra', 7), ('year', 5), ('taking', 5), ('month', 5), ('much', 5)]"
Belsomra,Insomnia,1.0,51.0,25.0,"[('medicine', 2), ('keep', 1), ('migraine', 1), ('manageable', 1), ('take', 1)]"
Belviq,Weight Loss,10.0,131.0,60.0,"[('amrix', 6), ('flexeril', 3), ('muscle', 2), ('no', 2), ('effect', 2)]"
Benadryl,Allergic Reactions,7.5,3.0,1.0,"[('pain', 2), ('take', 2), ('wake', 2), ('morning', 2), ('taking', 1)]"
Benadryl Allergy,Allergic Reactions,6.0,6.0,0.0,"[('problem', 2), ('used', 1), ('amirix', 1), ('klonopin', 1), ('pristiq', 1)]"
Benazepril,High Blood Pressure,3.0,1.0,1.0,"[('pain', 6), ('anacin', 5), ('better', 4), ('take', 4), ('tylenol', 3)]"
Benazepril / hydrochlorothiazide,High Blood Pressure,5.0,1.0,0.0,"[('year', 15), ('medication', 11), ('effect', 10), ('ocd', 9), ('side', 8)]"
Benicar,High Blood Pressure,9.0,12.0,13.0,"[('kineret', 2), ('year', 2), ('no', 2), ('anakinra', 1), ('several', 1)]"
Benicar HCT,High Blood Pressure,9.0,5.0,1.0,"[('work', 1), ('like', 1), ('magic', 1), ('suffering', 1), ('day', 1)]"
Benlysta,Systemic Lupus Erythematosus,7.0,3.0,1.0,"[('not', 3), ('work', 2), ('poison', 2), ('retail', 1), ('large', 1)]"
Bensal HP,Dermatological Disorders,10.0,1.0,1.0,"[('much', 2), ('cause', 1), ('slight', 1), ('drowsiness', 1), ('controlled', 1)]"
Bentyl,Irritable Bowel Syndrome,8.0,14.0,5.0,"[('pain', 31), ('cancer', 28), ('side', 25), ('taking', 24), ('effect', 23)]"
BenzEFoam,Acne,10.0,0.0,1.0,"[('month', 2), ('chemo', 2), ('another', 2), ('problem', 2), ('loss', 2)]"
BenzEFoam Ultra,Acne,10.0,1.0,0.0,"[('pump', 27), ('androgel', 25), ('no', 20), ('level', 17), ('month', 16)]"
Benzaclin,Acne,9.0,7.0,5.0,"[('patch', 3), ('year', 2), ('med', 2), ('high', 2), ('pain', 2)]"
Benzocaine,Pruritus,8.0,5.0,1.0,"[('angeliq', 5), ('year', 5), ('hot', 5), ('menopause', 4), ('no', 4)]"
Benzoic acid / salicylic acid,Dermatological Disorders,10.0,0.0,1.0,"[('excellent', 1), ('one', 1), ('time', 1), ('treatment', 1)]"
Benzonatate,Cough,3.0,57.0,14.0,"[('month', 5), ('copd', 3), ('tried', 3), ('anoro', 3), ('day', 3)]"
Benzoyl peroxide,Acne,9.0,1.0,3.0,"[('work', 1), ('fine', 1), ('eat', 1), ('first', 1), ('take', 1)]"
Benzoyl peroxide / clindamycin,Acne,9.0,49.0,45.0,"[('antabuse', 15), ('not', 15), ('year', 13), ('week', 13), ('alcohol', 12)]"
Benzoyl peroxide / erythromycin,Acne,9.0,4.0,1.0,"[('pill', 1), ('rash', 1), ('hand', 1), ('arm', 1), ('back', 1)]"
Benzoyl peroxide / sulfur,Acne,10.0,1.0,0.0,"[('helpful', 2), ('stomach', 2), ('effective,loperamide', 1), ('diarrhea', 1), ('within', 1)]"
Benzphetamine,Obesity,10.0,3.0,0.0,"[('surgery', 2), ('mild', 1), ('hemophiliac', 1), ('use', 1), ('advate', 1)]"
Benztropine,Extrapyramidal Reaction,5.0,1.0,1.0,"[('ear', 5), ('pain', 3), ('drop', 2), ('day', 2), ('doctor', 2)]"
Bepotastine,"Conjunctivitis, Allergic",10.0,4.0,1.0,"[('sugar', 2), ('needed', 1), ('use', 1), ('remaining', 1), ('suppository', 1)]"
Bepreve,"Conjunctivitis, Allergic",10.0,1.0,1.0,"[('used', 1), ('apidra', 1), ('year', 1), ('allows', 1), ('freedom', 1)]"
Berinert,Hereditary Angioedema,10.0,0.0,1.0,"[('eliquis', 6), ('day', 4), ('not', 4), ('put', 4), ('heart', 4)]"
Betamethasone,Plaque Psoriasis,10.0,2.0,3.0,"[('tried', 2), ('warfarin', 1), ('get', 1), ('inr', 1), ('level', 1)]"
Betamethasone / calcipotriene,Psoriasis,8.5,10.0,6.0,"[('drug', 4), ('itching', 3), ('stroke', 2), ('side', 2), ('eliquis', 2)]"
Betapace,Ventricular Arrhythmia,5.0,0.0,1.0,"[('aplenzin', 6), ('depression', 4), ('good', 3), ('dose', 3), ('panic', 2)]"
Betaseron,Multiple Sclerosis,8.0,1.0,1.0,"[('medicine', 2), ('dad', 1), ('got', 1), ('put', 1), ('great', 1)]"
Bethanechol,Urinary Retention,10.0,1.0,0.0,"[('put', 2), ('minute', 2), ('great', 2), ('sleep', 1), ('fast', 1)]"
Bevacizumab,Glioblastoma Multi,10.0,2.0,1.0,"[('otezla', 26), ('not', 25), ('effect', 23), ('side', 22), ('headache', 21)]"
Bextra,Pain,10.0,2.0,1.0,"[('month', 23), ('psoriasis', 18), ('otezla', 17), ('arthritis', 16), ('back', 14)]"
Beyaz,Birth Control,7.0,22.0,11.0,"[('thank', 3), ('not', 2), ('capsule', 2), ('miracle', 1), ('medication', 1)]"
Biaxin,Sinusitis,7.0,15.0,6.0,"[('period', 45), ('apri', 43), ('no', 38), ('not', 35), ('birth', 34)]"
Biaxin XL,Pneumonia,10.0,2.0,1.0,"[('apri', 6), ('pcos', 3), ('month', 3), ('polycystic', 2), ('taking', 2)]"
Bicalutamide,Prostate Cance,9.0,2.0,1.0,"[('apriso', 2), ('asacol', 2), ('st', 2), ('crohn', 2), ('bleeding', 2)]"
Bicillin L-A,"Lyme Disease, Neurologic",8.0,0.0,1.0,"[('every', 1), ('doc', 1), ('said', 1), ('ibs', 1), ('biopsy', 1)]"
Bimatoprost,Eyelash Hypotrichosis,7.5,1.0,1.0,"[('period', 1), ('time', 1), ('apriso', 1), ('caused', 1), ('wasting', 1)]"
Bioflavonoids / zinc glycinate,Osteoarthritis,8.0,0.0,1.0,"[('taking', 1), ('lialda', 1), ('active', 1), ('inflammatory', 1), ('bowel', 1)]"
Biotin,Dietary Supplementation,3.0,2.0,3.0,"[('mg', 5), ('month', 5), ('worked', 3), ('ago', 3), ('year', 2)]"
Bisacodyl,Constipation,6.0,177.0,25.0,"[('aptiom', 3), ('mg', 2), ('function', 2), ('day', 2), ('taking', 1)]"
Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation,9.0,2.0,0.0,"[('injection', 4), ('side', 2), ('effect', 2), ('day', 2), ('post', 2)]"
Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,8.0,9.0,8.0,"[('year', 1), ('getting', 1), ('aranesp', 1), ('injection', 1), ('cml', 1)]"
Bismuth subgallate,Gas,10.0,1.0,0.0,"[('no', 6), ('m', 5), ('say', 5), ('not', 4), ('drug', 4)]"
Bismuth subsalicylate,Diarrhea,10.0,5.0,3.0,"[('study', 2), ('arcalyst', 2), ('pain', 2), ('work', 2), ('time', 2)]"
Bisoprolol,High Blood Pressure,5.0,2.0,1.0,"[('good,loved', 1), ('got', 1), ('free', 1), ('sample', 1), ('not', 1)]"
Bisoprolol / hydrochlorothiazide,High Blood Pressure,8.0,3.0,5.0,"[('aricept', 5), ('mg', 3), ('namenda', 3), ('side', 3), ('effect', 3)]"
Blisovi 24 Fe,Birth Control,1.0,23.0,7.0,"[('year', 21), ('pain', 19), ('month', 12), ('side', 11), ('effect', 10)]"
Blisovi Fe 1 / 20,Birth Control,2.5,13.0,1.0,"[('bad', 3), ('taking', 1), ('month', 1), ('side', 1), ('affect', 1)]"
Blistex,Herpes Simplex,8.0,1.0,0.0,"[('weight', 5), ('not', 5), ('medication', 5), ('gain', 4), ('behavior', 4)]"
Bonine,Motion Sickness,10.0,5.0,4.0,"[('mg', 8), ('son', 4), ('weight', 4), ('abilify', 4), ('year', 3)]"
Boniva,Osteoporosis,1.0,2.0,1.0,"[('abilify', 29), ('day', 22), ('effect', 21), ('side', 20), ('like', 18)]"
Bontril Slow Release,Obesity,9.0,10.0,1.0,"[('abilify', 6), ('side', 6), ('effect', 6), ('well', 4), ('made', 3)]"
Bosutinib,Chronic Myelogenous Leukemia,10.0,0.0,1.0,"[('abilify', 48), ('mg', 44), ('day', 39), ('feel', 24), ('depression', 24)]"
Botox,Overactive Bladde,9.0,39.0,10.0,"[('mg', 15), ('abilify', 15), ('year', 10), ('no', 10), ('weight', 9)]"
Botox Cosmetic,acial Wrinkles,6.5,1.0,1.0,"[('disorder', 7), ('abilify', 6), ('obsessive', 4), ('compulsive', 3), ('ocd', 3)]"
Breo Ellipta,Asthma,8.0,10.0,3.0,"[('week', 5), ('day', 4), ('symptom', 3), ('taking', 3), ('use', 3)]"
Brexpiprazole,Major Depressive Disorde,7.0,15.0,8.0,"[('side', 7), ('mg', 5), ('effect', 5), ('con', 5), ('abilify', 4)]"
Brilinta,Acute Coronary Syndrome,5.0,4.0,1.0,"[('weight', 6), ('year', 5), ('day', 4), ('no', 4), ('month', 4)]"
Brimonidine,Rosacea,1.0,19.0,8.0,"[('god', 2), ('abilify', 1), ('close', 1), ('year', 1), ('taking', 1)]"
Brimonidine / timolol,Glaucoma,7.0,1.0,1.0,"[('feel', 1), ('positive', 1), ('response', 1), ('medicine', 1)]"
Brisdelle,Hot Flashes,8.0,5.0,3.0,"[('given', 1), ('great', 1), ('relief', 1)]"
Brivaracetam,Seizures,1.0,0.0,1.0,"[('injection', 4), ('pain', 2), ('time', 2), ('short', 2), ('truly', 1)]"
Briviact,Seizures,8.0,1.0,0.0,"[('using', 2), ('med', 2), ('quite', 2), ('fairly', 2), ('last', 1)]"
Brodalumab,Plaque Psoriasis,10.0,1.0,0.0,"[('nuvigil', 6), ('mg', 4), ('add', 4), ('no', 4), ('prescribed', 3)]"
Bromfed DM,Cough and Nasal Congestion,8.0,2.0,2.0,"[('nuvigil', 4), ('depression', 3), ('started', 3), ('help', 3), ('make', 3)]"
